Chromosome_MM1S_Pol2_DMSO	TSSR_Start_MM1S_Pol2_DMSO	TSSR_End_MM1S_Pol2_DMSO	GeneBody_Start_MM1S_Pol2_DMSO	GeneBody_End_MM1S_Pol2_DMSO	Strand_MM1S_Pol2_DMSO	Symbol_MM1S_Pol2_DMSO	IsOverlapped_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_DMSO	reads.Promoter_MM1S_Pol2_DMSO	reads.TSSR_MM1S_Pol2_DMSO	reads.GeneBody_MM1S_Pol2_DMSO	reads.TESR_MM1S_Pol2_DMSO	iRatio_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_JQKD82	reads.Promoter_MM1S_Pol2_JQKD82	reads.TSSR_MM1S_Pol2_JQKD82	reads.GeneBody_MM1S_Pol2_JQKD82	reads.TESR_MM1S_Pol2_JQKD82	iRatio_MM1S_Pol2_JQKD82
chr11	706089	706419	706419	727727	+	EPS8L2	N	0	3	0	168	36	1.71428571428571	0.482229539359788	11	2	267	47	1.71428571428571
chr11	747401	747731	747731	765024	+	TALDO1	N	4.42998244569844	51	34	401	111	0.636734693877551	3.73198100992663	71	36	504	158	0.833976833976834
chr11	777202	777532	767222	777202	-	PDDC1	N	8.64796215014536	55	76	265	151	0.311688311688312	9.69238239102287	73	99	308	208	0.317142857142857
chr11	777547	777877	777877	784284	+	LOC171391	N	11.02416918429	135	41	72	57	1.38775510204082	11.0118351395549	154	62	109	126	1.05442176870748
chr11	789826	790156	787109	789826	-	CEND1	N	1.93211302647947	21	12	51	54	0.725274725274725	1.88336705562793	28	25	109	106	0.478021978021978
chr11	797969	798299	790474	797969	-	SLC25A22	Y	6.84283509748093	19	42	139	73	0.199335548172758	7.54884189325277	38	47	141	169	0.348214285714286
chr11	797480	797810	797810	799185	+	PANO1	Y	0.818822667765266	16	13	66	40	0.520408163265306	0.893999935029074	12	20	93	50	0.26530612244898
chr11	804950	805280	799178	804950	-	PIDD1	Y	7.92776709695139	32	30	66	121	0.456221198156682	5.96087804504952	40	27	79	150	0.627551020408163
chr11	809905	810235	810235	812876	+	RPLP2	Y	4.53791770822151	242	224	394	331	0.462857142857143	6.34979682055539	281	249	313	280	0.483428571428571
chr11	818870	819200	819200	825571	+	PNPLA2	N	1.07948160487901	3	12	214	64	0.131868131868132	0.463873621373712	12	8	332	102	0.619047619047619
chr11	828229	828559	828559	831991	+	CRACR2B	N	0.288100033568311	20	1	36	100	4.5	1.26482941566576	42	5	41	153	3.07142857142857
chr11	832921	833251	833251	838835	+	CD151	N	3.46115113486715	24	24	117	249	0.428571428571429	3.66436265983094	28	43	198	368	0.282467532467533
chr11	842229	842559	839720	842229	-	POLR2L	N	15.5994820889081	80	144	70	77	0.239408866995074	11.8485649546828	116	175	112	144	0.284902597402597
chr11	842793	843123	843123	867116	+	TSPAN4	N	4.53058912386707	182	11	176	70	6.53571428571429	9.20058099000697	239	33	260	79	3.02521008403361
chr11	914758	915088	867858	914758	-	CHID1	N	0.617406815025439	6	2	459	81	1	0.468412773713515	2	2	605	116	0.428571428571429
chr11	925778	926108	926108	1012245	+	AP2A2	N	3.02280057551754	4	11	947	74	0.178571428571429	5.91444658060972	7	28	1232	129	0.118226600985222
chr11	1036406	1036736	1012823	1036406	-	MUC6	N	0.61423064902594	5	2	232	47	0.857142857142857	1.03261964184071	5	5	345	88	0.428571428571429
chr11	1049747	1050077	1050077	1055764	+	LOC101927503	N	0.636455186304129	4	1	27	14	1.07142857142857	0.904436317379552	3	1	19	16	0.857142857142857
chr11	1074844	1075174	1075174	1104416	+	MUC2	N	0	0	0	76	9	0.428571428571429	2.80468038171966	2	2	63	17	0.428571428571429
chr11	1151549	1151879	1151879	1222366	+	MUC5AC	N	0	2	0	59	12	1.28571428571429	0	2	0	32	20	1.28571428571429
chr11	1244264	1244594	1244594	1283406	+	MUC5B	Y	0	3	0	100	89	1.71428571428571	0	1	0	104	136	0.857142857142857
chr11	1330592	1330922	1295597	1330592	-	TOLLIP	N	13.3551280012721	108	36	285	29	1.26254826254826	21.9613257192036	170	70	337	45	1.03219315895372
chr11	1330907	1331237	1331237	1331937	+	TOLLIP-AS1	N	2.08668029145193	46	67	68	36	0.296218487394958	2.1178247734139	85	108	108	61	0.338138925294889
chr11	1411098	1411428	1411428	1483919	+	BRSK2	N	4.81338600976063	2	4	182	19	0.257142857142857	2.57657721698951	0	2	170	30	0.142857142857143
chr11	1507709	1508039	1490677	1507709	-	MOB2	N	0.514592145015106	1	1	100	29	0.428571428571429	0.843593680352632	6	2	122	39	1
chr11	1592850	1593180	1575280	1592850	-	DUSP8	N	4.32083889552448	27	7	86	7	1.5	3.28842606208058	44	7	113	7	2.41071428571429
chr11	1593940	1594270	1594270	1620414	+	KRTAP5-AS1	Y	10.0835636690879	27	12	94	22	0.923076923076923	10.0530074155452	44	14	110	22	1.28571428571429
chr11	1606213	1606543	1605571	1606213	-	KRTAP5-1	Y	0	5	0	1	13	2.57142857142857	1.29506545820745	0	2	3	15	0.142857142857143
chr11	1619224	1619554	1618406	1619224	-	KRTAP5-2	Y	2.47432024169184	2	1	1	18	0.642857142857143	0	3	0	3	11	1.71428571428571
chr11	1629393	1629723	1628794	1629393	-	KRTAP5-3	N	0	3	1	0	16	0.857142857142857	0.906344410876133	3	1	2	19	0.857142857142857
chr11	1643068	1643398	1642187	1643068	-	KRTAP5-4	N	0	1	0	2	19	0.857142857142857	1.33232628398792	7	1	2	11	1.71428571428571
chr11	1651002	1651332	1651332	1652159	+	KRTAP5-5	N	0.500302114803625	0	1	5	17	0.214285714285714	2.50151057401813	5	1	1	13	1.28571428571429
chr11	1686798	1687128	1687128	1689086	+	FAM99A	N	0	0	0	1	11	0.428571428571429	0	1	0	1	14	0.857142857142857
chr11	1706559	1706889	1704499	1706559	-	FAM99B	N	0	0	0	0	17	0.428571428571429	6.22658610271903	0	1	1	19	0.214285714285714
chr11	1718394	1718724	1718724	1718985	+	KRTAP5-6	N	1.18731117824773	6	3	2	12	0.75	0	4	0	0	13	2.14285714285714
chr11	1771524	1771854	1753639	1771524	-	IFITM10	N	1.6886329305136	2	2	64	10	0.428571428571429	4.10401927415962	9	6	79	12	0.612244897959184
chr11	1784922	1785252	1773981	1784922	-	CTSD	N	7.82938463984735	17	27	114	24	0.275510204081633	7.18639169841061	18	35	161	48	0.226190476190476
chr11	1855509	1855839	1855839	1858751	+	SYT8	N	0	0	0	6	14	0.428571428571429	0	3	0	5	17	1.71428571428571
chr11	1860202	1860532	1860532	1862910	+	TNNI2	N	0	1	0	11	15	0.857142857142857	5.98942598187311	3	5	6	16	0.285714285714286
chr11	1874169	1874499	1874499	1913493	+	LSP1	Y	5.81398359948209	19	19	385	38	0.428571428571429	4.92658610271903	25	23	550	56	0.464285714285714
chr11	1917958	1918288	1918288	1929589	+	LINC01150	N	0.56908358509567	1	1	60	14	0.428571428571429	0	4	0	51	19	2.14285714285714
chr11	1940768	1941098	1941098	1959936	+	TNNT3	N	1.75124331861492	3	2	65	7	0.571428571428572	0.998515927280437	3	1	57	22	0.857142857142857
chr11	1968471	1968801	1968801	1977839	+	MRPL23	Y	9.1706497722866	5	45	134	38	0.0559006211180124	7.52819465991671	10	51	185	62	0.0906593406593407
chr11	2010850	2011180	2004438	2010850	-	MRPL23-AS1	N	0.968731117824773	3	1	20	7	0.857142857142857	2.27936733605829	2	2	17	9	0.428571428571429
chr11	2012295	2012625	2012625	2014699	+	LINC01219	Y	0	3	0	4	10	1.71428571428571	1.79110919292188	3	2	7	13	0.571428571428572
chr11	2013607	2013937	2013937	2017524	+	HOTS	Y	0.985443559461686	0	1	11	14	0.214285714285714	5.41993957703928	3	4	8	12	0.342857142857143
chr11	2022396	2022726	2016405	2022396	-	H19	Y	3.29140346058775	5	4	22	10	0.514285714285714	2.46855259544081	7	3	22	10	0.857142857142857
chr11	2170533	2170863	2150341	2170533	-	IGF2	Y	2.8596582326284	3	3	64	8	0.428571428571429	0.88414554052279	2	1	69	6	0.642857142857143
chr11	2182139	2182469	2150341	2182139	-	INS-IGF2	Y	2.79814038072332	2	3	103	8	0.321428571428571	0	1	0	103	6	0.857142857142857
chr11	2161711	2162041	2162041	2169896	+	IGF2-AS	Y	1.03191908577433	6	1	23	21	1.5	0	1	0	26	11	0.857142857142857
chr11	2182139	2182469	2181008	2182139	-	INS	Y	2.05196374622356	2	3	5	13	0.321428571428571	0	1	0	6	6	0.857142857142857
chr11	2192735	2193065	2185158	2192735	-	TH	N	3.61488312927333	3	3	19	13	0.428571428571429	1.90785498489426	0	2	24	14	0.142857142857143
chr11	2291882	2292212	2289727	2291882	-	ASCL2	N	3.90815709969789	1	3	5	9	0.214285714285714	0	3	0	7	16	1.71428571428571
chr11	2322843	2323173	2317506	2322843	-	C11orf21	N	4.60768234786362	3	4	14	17	0.342857142857143	2.84592145015106	9	3	17	12	1.07142857142857
chr11	2323212	2323542	2323542	2339430	+	TSPAN32	N	1.02134087549013	5	1	47	21	1.28571428571429	4.52858690075814	6	5	53	14	0.5
chr11	2398922	2399252	2349978	2398922	-	CD81-AS1	Y	1.99824446803299	4	2	148	20	0.714285714285714	1.97160120845921	4	2	150	16	0.714285714285714
chr11	2397376	2397706	2397706	2418649	+	CD81	Y	0	1	0	71	184	0.857142857142857	2.43365094120381	3	4	104	259	0.342857142857143
chr11	2421687	2422017	2422017	2425108	+	TSSC4	N	3.01798745061585	113	21	65	38	2.22077922077922	3.4758659453383	182	32	86	65	2.37662337662338
chr11	2443975	2444305	2425745	2443975	-	TRPM5	N	0.786836426413466	1	1	70	90	0.428571428571429	0	0	0	107	127	0.428571428571429
chr11	2466190	2466520	2466520	2870340	+	KCNQ1	Y	12.7218872177599	19	49	4699	26	0.171428571428571	16.4480004648756	26	75	5563	62	0.152255639097744
chr11	2720928	2721258	2629557	2720928	-	KCNQ1OT1	Y	25.9221668649243	114	114	1214	36	0.428571428571429	36.992068398095	169	186	1388	27	0.38961038961039
chr11	2882499	2882829	2861364	2882499	-	KCNQ1-AS1	Y	0	4	0	129	21	2.14285714285714	0.288936583231945	3	1	221	27	0.857142857142857
chr11	2891232	2891562	2891562	2893336	+	KCNQ1DN	N	0	3	0	10	11	1.71428571428571	3.57502517623364	3	4	6	14	0.342857142857143
chr11	2906695	2907025	2904447	2906695	-	CDKN1C	N	3.53317220543807	22	39	75	44	0.246428571428571	5.30622931952237	46	82	105	46	0.242685025817556
chr11	2924875	2925205	2908574	2924875	-	SLC22A18AS	Y	0.815409855745183	9	5	302	129	0.714285714285714	0.363921837096126	8	3	406	209	0.964285714285714
chr11	2920920	2921250	2921250	2946476	+	SLC22A18	Y	0.265555754392244	8	1	287	18	1.92857142857143	0.182768588754374	7	1	417	41	1.71428571428571
chr11	2950350	2950680	2949502	2950350	-	PHLDA2	N	1.92371601208459	18	6	8	15	1.16326530612245	1.28247734138973	38	5	10	35	2.78571428571429
chr11	3013307	3013637	2965659	3013307	-	NAP1L4	Y	7.10046746141912	89	73	1480	155	0.521235521235521	11.2172480087888	122	114	1463	245	0.458385093167702
chr11	3078381	3078711	3022151	3078381	-	CARS	N	9.97941739719017	27	43	732	59	0.272727272727273	11.5536995746041	31	54	794	62	0.249350649350649
chr11	3186282	3186612	3108345	3186282	-	OSBPL5	N	7.22646247517791	6	12	391	16	0.230769230769231	16.1275503869553	7	30	438	12	0.110599078341014
chr11	3239743	3240073	3239173	3239743	-	MRGPRG	Y	0.862537764350453	1	3	6	12	0.214285714285714	0.431268882175227	1	1	4	28	0.428571428571429
chr11	3239531	3239861	3239861	3244361	+	MRGPRG-AS1	Y	0.691433253110758	6	3	59	57	0.75	0.226636455186304	12	1	60	72	2.78571428571429
chr11	3253316	3253646	3249040	3253316	-	MRGPRE	N	4.52250755287009	3	7	20	17	0.214285714285714	6.80076323739863	8	10	19	16	0.350649350649351
chr11	3400152	3400482	3379156	3400152	-	ZNF195	N	12.1203436462183	48	77	403	40	0.269230769230769	14.9597385782107	54	104	441	76	0.224489795918367
chr11	3402160	3402490	3402490	3430378	+	TSSC2	Y	2.85616262993497	5	2	59	4	0.857142857142857	7.52292835563228	3	5	56	4	0.285714285714286
chr11	3412845	3413175	3411936	3412845	-	OR7E12P	Y	0.916414904330312	3	1	3	3	0.857142857142857	0	2	0	1	9	1.28571428571429
chr11	3592917	3593247	3529209	3592917	-	LOC101927708	N	0	1	0	212	8	0.857142857142857	0.697370725513376	0	1	276	11	0.214285714285714
chr11	3647659	3647989	3647989	3658789	+	TRPC2	N	0	1	0	51	9	0.857142857142857	0.725142665323934	2	1	45	10	0.642857142857143
chr11	3663246	3663576	3659735	3663246	-	ART5	N	6.36616314199396	2	6	10	17	0.183673469387755	4.24410876132931	10	4	10	10	0.942857142857143
chr11	3666330	3666660	3666660	3685646	+	ART1	N	0	5	0	70	28	2.57142857142857	1.19505287009063	2	1	48	30	0.642857142857143
chr11	3692314	3692644	3686816	3692314	-	CHRNA10	N	0.738368580060423	16	2	45	26	2.42857142857143	0.722317089189544	17	3	69	20	1.92857142857143
chr11	3818722	3819052	3696239	3818722	-	NUP98	Y	14.2193745974797	50	84	2186	71	0.257142857142857	28.0954746657646	87	158	2081	72	0.237196765498652
chr11	3818923	3819253	3819253	3847601	+	PGAP2	Y	7.99034641910282	178	32	343	78	2.32467532467532	10.6827924503785	273	58	465	88	1.99031476997579
chr11	3861913	3862243	3848207	3861913	-	RHOG	N	7.70786380576444	161	51	274	70	1.33516483516484	8.71807918588011	239	56	266	110	1.80451127819549
chr11	3876902	3877232	3877232	4114440	+	STIM1	Y	5.64520173553181	69	19	2412	392	1.5	4.76758633967182	87	19	2856	425	1.88571428571429
chr11	4115884	4116214	4116214	4160155	+	RRM1	N	16.612467906466	110	115	919	65	0.410098522167488	20.250806492908	136	135	885	48	0.43172268907563
chr11	4208351	4208681	4208681	4223883	+	LOC100506082	N	3.37104686936999	10	8	109	21	0.523809523809524	4.39760236549463	7	9	94	14	0.342857142857143
chr11	4389316	4389646	4388492	4389316	-	OR52B4	N	1.24622356495468	9	1	2	6	2.14285714285714	0.712127751402676	2	2	7	12	0.428571428571429
chr11	4414626	4414956	4406126	4414626	-	TRIM21	N	6.19929159287426	10	21	87	29	0.214285714285714	7.27678751258812	15	34	120	33	0.195918367346939
chr11	4470494	4470824	4470824	4471591	+	OR52K2	N	0	0	0	1	18	0.428571428571429	2.3202416918429	2	2	2	14	0.428571428571429
chr11	4510078	4510408	4510408	4511138	+	OR52K1	N	2.20845921450151	8	1	1	28	1.92857142857143	1.10422960725076	5	1	2	34	1.28571428571429
chr11	4566390	4566720	4566720	4567374	+	OR52M1	N	0	4	2	0	9	0.714285714285714	0.395770392749245	9	1	5	16	2.14285714285714
chr11	4598750	4599080	4592652	4598750	-	C11orf40	N	1.18877302407173	4	2	31	15	0.714285714285714	0	3	0	22	14	1.71428571428571
chr11	4607990	4608320	4608320	4609135	+	OR52I2	N	0	5	0	2	22	2.57142857142857	4.93051359516616	3	2	1	26	0.571428571428572
chr11	4615238	4615568	4615568	4616243	+	OR52I1	N	2.04229607250755	3	1	1	19	0.857142857142857	0	8	0	2	23	3.85714285714286
chr11	4629189	4629519	4619901	4629189	-	TRIM68	N	11.2253776435045	16	22	55	18	0.316770186335404	19.4633563980119	22	43	62	23	0.224025974025974
chr11	4660914	4661244	4661244	4662068	+	OR51D1	N	0.415407854984894	3	1	6	11	0.857142857142857	1.66163141993958	6	2	3	16	1
chr11	4665125	4665455	4665455	4676716	+	OR51E1	N	0	1	0	53	25	0.857142857142857	0	3	0	58	18	1.71428571428571
chr11	4718776	4719106	4701400	4718776	-	OR51E2	N	1.32349133006677	4	3	119	24	0.535714285714286	0.83997583081571	8	2	125	22	1.28571428571429
chr11	4790847	4791177	4790208	4790847	-	OR51F1	N	3.86706948640483	2	4	2	17	0.257142857142857	1.93353474320242	3	4	4	26	0.342857142857143
chr11	4825310	4825640	4824662	4825310	-	OR52R1	N	0.653575025176234	7	1	3	15	1.71428571428571	0	1	0	5	20	0.857142857142857
chr11	4842585	4842915	4842915	4843644	+	OR51F2	N	0.441087613293051	8	1	5	13	1.92857142857143	0.367573011077543	6	1	6	15	1.5
chr11	4870138	4870468	4869466	4870138	-	OR51S1	N	1.35548841893253	4	2	3	31	0.714285714285714	0.508308157099698	3	1	4	26	0.857142857142857
chr11	4903018	4903348	4903348	4904113	+	OR51T1	N	1.54279959718026	5	2	3	19	0.857142857142857	1.54279959718026	3	2	3	17	0.571428571428572
chr11	4928569	4928899	4928899	4929538	+	OR51A7	N	1.54682779456193	3	4	5	23	0.342857142857143	2.90030211480363	3	3	2	26	0.428571428571429
chr11	4936593	4936923	4935948	4936593	-	OR51G2	N	1.95166163141994	4	1	1	20	1.07142857142857	1.11523521795425	5	4	7	21	0.514285714285714
chr11	4945269	4945599	4944603	4945269	-	OR51G1	N	0	3	0	5	21	1.71428571428571	2.01510574018127	3	2	2	20	0.571428571428572
chr11	4968030	4968360	4967388	4968030	-	OR51A4	N	0	1	0	0	31	0.857142857142857	1.94259818731118	7	1	1	21	1.71428571428571
chr11	4976643	4976973	4976001	4976643	-	OR51A2	N	0	5	0	0	15	2.57142857142857	0	4	0	0	23	2.14285714285714
chr11	5009390	5009720	5009720	5013659	+	MMP26	N	1.32259147364888	4	2	18	24	0.714285714285714	1.70047475183427	1	2	14	24	0.285714285714286
chr11	5020182	5020512	5020512	5021160	+	OR51L1	N	0.98036253776435	7	3	6	23	0.857142857142857	0	2	0	2	11	1.28571428571429
chr11	5067725	5068055	5068055	5068691	+	OR52J3	N	0.769788519637462	8	2	5	30	1.28571428571429	4.81117824773414	5	5	2	24	0.428571428571429
chr11	5080557	5080887	5079879	5080557	-	OR52E2	N	4.10271903323263	10	2	1	17	1.57142857142857	2.05135951661631	2	1	1	16	0.642857142857143
chr11	5153572	5153902	5152921	5153572	-	OR52A5	N	0.787915407854985	2	2	5	29	0.428571428571429	2.95468277945619	3	3	2	32	0.428571428571429
chr11	5173299	5173629	5172660	5173299	-	OR52A1	N	0.966767371601209	3	1	2	23	0.857142857142857	0	6	0	2	19	3
chr11	5221630	5221960	5220964	5221630	-	OR51V1	N	1.34340382678751	3	2	3	24	0.571428571428572	8.06042296072508	2	4	1	22	0.257142857142857
chr11	5248001	5248331	5246695	5248001	-	HBB	N	0.438737831487076	6	1	9	15	1.5	1.43586926668498	4	4	11	22	0.428571428571429
chr11	5255558	5255888	5254058	5255558	-	HBD	N	3.77895266868077	7	10	12	50	0.311688311688312	2.77123195703256	10	22	36	67	0.204968944099379
chr11	5264522	5264852	5263184	5264522	-	HBBP1	N	1.3484390735146	2	1	3	28	0.642857142857143	1.01132930513595	1	2	8	23	0.285714285714286
chr11	5266476	5266806	5265783	5266476	-	BGLT3	N	1.57250755287009	4	3	4	13	0.535714285714286	0.838670694864048	4	2	5	17	0.714285714285714
chr11	5270787	5271117	5269501	5270787	-	HBG1	N	0	4	0	3	25	2.14285714285714	0	1	0	1	18	0.857142857142857
chr11	5275711	5276041	5274420	5275711	-	HBG2	N	0	3	0	2	19	1.71428571428571	0	2	0	4	15	1.28571428571429
chr11	5291073	5291403	5289579	5291073	-	HBE1	N	0	5	0	6	15	2.57142857142857	1.5055387713998	5	3	9	28	0.642857142857143
chr11	5322876	5323206	5322243	5322876	-	OR51B4	N	1.27693856998993	5	4	6	20	0.514285714285714	2.87311178247734	6	3	2	18	0.75
chr11	5345282	5345612	5344527	5345282	-	OR51B2	N	0.326283987915408	7	1	7	31	1.71428571428571	1.30513595166163	2	4	7	32	0.257142857142857
chr11	5526582	5526912	5362112	5526582	-	OR51B5	Y	1.9013695357297	4	3	784	20	0.535714285714286	0.725388669592255	3	1	685	27	0.857142857142857
chr11	5372707	5373037	5373037	5373676	+	OR51B6	Y	1.45015105740181	3	3	4	26	0.428571428571429	1.28902316213494	8	2	3	18	1.28571428571429
chr11	5410576	5410906	5410906	5411664	+	OR51M1	Y	0.458610271903323	7	1	5	34	1.71428571428571	5.73262839879154	5	5	2	22	0.428571428571429
chr11	5443310	5443640	5443640	5444436	+	OR51Q1	Y	1.92628398791541	4	4	5	28	0.428571428571429	0.601963746223565	3	1	4	21	0.857142857142857
chr11	5462483	5462813	5461771	5462483	-	OR51I1	Y	0.718026183282981	4	1	3	27	1.07142857142857	4.30815709969789	2	2	1	16	0.428571428571429
chr11	5474607	5474937	5474937	5475707	+	OR51I2	Y	0	5	0	5	32	2.57142857142857	0	7	1	0	21	1.71428571428571
chr11	5509884	5510214	5510214	5510978	+	OR52D1	Y	3.46676737160121	8	3	2	18	0.964285714285714	1.15558912386707	11	3	6	20	1.28571428571429
chr11	5530853	5531183	5528529	5530853	-	UBQLN3	N	0	2	0	11	14	1.28571428571429	2.34138972809668	5	3	9	16	0.642857142857143
chr11	5537656	5537986	5535622	5537656	-	UBQLNL	N	0	2	0	5	20	1.28571428571429	0	3	0	10	27	1.71428571428571
chr11	5542715	5543045	5539539	5542715	-	OLFM5P	N	0.738322100859865	3	1	13	13	0.857142857142857	0	3	0	15	18	1.71428571428571
chr11	5566453	5566783	5565790	5566453	-	OR52H1	N	0.802416918429003	5	2	5	28	0.857142857142857	0	7	0	3	16	3.42857142857143
chr11	5602076	5602406	5602406	5603114	+	OR52B6	N	0.713997985901309	5	1	3	20	1.28571428571429	0	2	0	3	17	1.28571428571429
chr11	5617300	5617630	5617630	5634188	+	TRIM6	Y	0	1	0	67	26	0.857142857142857	1.51597546461595	5	2	66	26	0.857142857142857
chr11	5617834	5618164	5618164	5665625	+	TRIM6-TRIM34	Y	0.610169055730539	0	1	235	18	0.214285714285714	0.573558912386707	3	1	250	20	0.857142857142857
chr11	5641143	5641473	5641473	5665625	+	TRIM34	Y	1.08910132118862	6	2	134	18	1	0.489730124292869	0	1	149	20	0.214285714285714
chr11	5706039	5706369	5684424	5706039	-	TRIM5	N	3.54919217128596	8	5	92	28	0.642857142857143	10.2842733782144	13	20	127	21	0.285714285714286
chr11	5710786	5711116	5711116	5732093	+	TRIM22	N	0.615316927228463	6	1	103	16	1.5	2.56071286886997	5	4	99	23	0.514285714285714
chr11	5757647	5757977	5757977	5758768	+	OR56B1	N	0	3	0	2	17	1.71428571428571	1.79456193353474	6	3	4	13	0.75
chr11	5775892	5776222	5776222	5776959	+	OR52N4	N	0	3	0	2	21	1.71428571428571	2.97280966767372	3	4	3	25	0.342857142857143
chr11	5799597	5799927	5798863	5799597	-	OR52N5	N	2.22054380664653	2	3	3	22	0.321428571428571	0	4	0	5	9	2.14285714285714
chr11	5809746	5810076	5809083	5809746	-	OR52N1	N	0.401208459214501	5	1	5	8	1.28571428571429	0	4	0	6	15	2.14285714285714
chr11	5841535	5841865	5841865	5842531	+	OR52N2	N	0.755664652567976	4	3	8	18	0.535714285714286	0	2	0	4	16	1.28571428571429
chr11	5862827	5863157	5862185	5862827	-	OR52E6	N	0.971299093655589	4	3	6	19	0.535714285714286	0.971299093655589	3	1	2	24	0.857142857142857
